,emotion
1999,Not classified
2000,Not classified
2001,Happy
2002,Fear
2003,Happy
2004,Happy
2005,Surprise
2006,Not classified
2007,Surprise
2008,Sad
2009,Happy
2010,Sad
2011,Not classified
2012,Not classified
2013,Not classified
2014,Not classified
2015,Not classified
2016,Not classified
2017,Angry
2018,Fear
2019,Not classified
2020,Angry
2021,Surprise
2022,Surprise
2023,Not classified
2024,Surprise
2025,Happy
2026,Not classified
2027,Surprise
2028,Not classified
2029,Fear
2030,Surprise
2031,Fear
2032,Not classified
2033,Not classified
2034,Happy
2035,Sad
2036,Not classified
2037,Surprise
2038,Happy
2039,Sad
2040,Not classified
2041,Not classified
2042,Not classified
2043,Not classified
2044,Sad
2045,Surprise
2046,Not classified
2047,Fear
2048,Not classified
2049,Not classified
2050,Happy
2051,Fear
2052,Happy
2053,Surprise
2054,Fear
2055,Fear
2056,Surprise
2057,Not classified
2058,Not classified
2059,Surprise
2060,Angry
2061,Happy
2062,Not classified
2063,Happy
2064,Surprise
2065,Not classified
2066,Sad
2067,Not classified
2068,Fear
2069,Not classified
2070,Happy
2071,Happy
2072,Not classified
2073,Not classified
2074,Happy
2075,Happy
2076,Surprise
2077,Surprise
2078,Fear
2079,Fear
2080,Surprise
2081,Happy
2082,Fear
2083,Fear
2084,Angry
2085,Not classified
2086,Fear
2087,Sad
2088,Happy
2089,Happy
2090,Happy
2091,Surprise
2092,Not classified
2093,Fear
2094,Surprise
2095,Surprise
2096,Surprise
2097,Happy
2098,Surprise
2099,Not classified
2100,Sad
2101,Not classified
2102,Not classified
2103,Surprise
2104,Fear
2105,Angry
2106,Not classified
2107,Angry
2108,Happy
2109,Fear
2110,Sad
2111,Surprise
2112,Surprise
2113,Not classified
2114,Surprise
2115,Sad
2116,Surprise
2117,Angry
2118,Sad
2119,Fear
2120,Not classified
2121,Sad
2122,Not classified
2123,Fear
2124,Sad
2125,Surprise
2126,Not classified
2127,Not classified
2128,Fear
2129,Fear
2130,Happy
2131,Happy
2132,Fear
2133,Sad
2134,Surprise
2135,Surprise
2136,Fear
2137,Surprise
2138,Happy
2139,Happy
2140,Happy
2141,Surprise
2142,Not classified
2143,Surprise
2144,Happy
2145,Not classified
2146,Not classified
2147,Not classified
2148,Not classified
2149,Not classified
2150,Not classified
2151,Surprise
2152,Angry
2153,Not classified
2154,Sad
2155,Happy
2156,Fear
2157,Not classified
2158,Angry
2159,Not classified
2160,Surprise
2161,Fear
2162,Not classified
2163,Surprise
2164,Not classified
2165,Happy
2166,Surprise
2167,Surprise
2168,Not classified
2169,Surprise
2170,Sad
2171,Not classified
2172,Not classified
2173,Not classified
2174,Surprise
2175,Surprise
2176,Fear
2177,Surprise
2178,Surprise
2179,Not classified
2180,Fear
2181,Surprise
2182,Surprise
2183,Happy
2184,Sad
2185,Sad
2186,Fear
2187,Not classified
2188,Surprise
2189,Angry
2190,Angry
2191,Surprise
2192,Surprise
2193,Happy
2194,Not classified
2195,Not classified
2196,Fear
2197,Surprise
2198,Angry
2199,Not classified
2200,Surprise
2201,Not classified
2202,Not classified
2203,Surprise
2204,Sad
2205,Surprise
2206,Surprise
2207,Surprise
2208,Surprise
2209,Not classified
2210,Fear
2211,Not classified
2212,Happy
2213,Sad
2214,Sad
2215,Fear
2216,Surprise
2217,Surprise
2218,Fear
2219,Not classified
2220,Not classified
2221,Not classified
2222,Surprise
2223,Surprise
2224,Fear
2225,Fear
2226,Happy
2227,Sad
2228,Happy
2229,Surprise
2230,Fear
2231,Not classified
2232,Fear
2233,Happy
2234,Sad
2235,Angry
2236,Fear
2237,Happy
2238,Angry
2239,Fear
2240,Sad
2241,Not classified
2242,Happy
2243,Surprise
2244,Surprise
2245,Happy
2246,Surprise
2247,Surprise
2248,Sad
2249,Not classified
2250,Surprise
2251,Happy
2252,Surprise
2253,Not classified
2254,Happy
2255,Surprise
2256,Fear
2257,Happy
2258,Fear
2259,Fear
2260,Fear
2261,Fear
2262,Fear
2263,Fear
2264,Surprise
2265,Fear
2266,Happy
2267,Not classified
2268,Not classified
2269,Sad
2270,Not classified
2271,Sad
2272,Sad
2273,Happy
2274,Surprise
2275,Not classified
2276,Not classified
2277,Surprise
2278,Fear
2279,Not classified
2280,Not classified
2281,Fear
2282,Not classified
2283,Angry
2284,Not classified
2285,Fear
2286,Surprise
2287,Not classified
2288,Not classified
2289,Not classified
2290,Happy
2291,Not classified
2292,Sad
2293,Fear
2294,Not classified
2295,Surprise
2296,Surprise
2297,Happy
2298,Surprise
2299,Not classified
2300,Happy
2301,Not classified
2302,Happy
2303,Sad
2304,Sad
2305,Not classified
2306,Happy
2307,Surprise
2308,Surprise
2309,Surprise
2310,Happy
2311,Happy
2312,Not classified
2313,Surprise
2314,Happy
2315,Surprise
2316,Sad
2317,Surprise
2318,Happy
2319,Surprise
2320,Sad
2321,Fear
2322,Happy
2323,Surprise
2324,Surprise
2325,Happy
2326,Not classified
2327,Not classified
2328,Fear
2329,Happy
2330,Fear
2331,Surprise
2332,Fear
2333,Surprise
2334,Fear
2335,Not classified
2336,Sad
2337,Surprise
2338,Surprise
2339,Sad
2340,Not classified
2341,Surprise
2342,Fear
2343,Not classified
2344,Happy
2345,Not classified
2346,Sad
2347,Not classified
2348,Surprise
2349,Surprise
2350,Not classified
2351,Not classified
2352,Fear
2353,Not classified
2354,Fear
2355,Not classified
2356,Angry
2357,Fear
2358,Angry
2359,Surprise
2360,Sad
2361,Not classified
2362,Not classified
2363,Fear
2364,Not classified
2365,Happy
2366,Surprise
2367,Not classified
2368,Sad
2369,Not classified
2370,Not classified
2371,Angry
2372,Surprise
2373,Happy
2374,Not classified
2375,Surprise
2376,Angry
2377,Not classified
2378,Fear
2379,Surprise
2380,Fear
2381,Happy
2382,Happy
2383,Fear
2384,Surprise
2385,Not classified
2386,Surprise
2387,Not classified
2388,Fear
2389,Not classified
2390,Not classified
2391,Sad
2392,Happy
2393,Surprise
2394,Fear
2395,Not classified
2396,Happy
2397,Not classified
2398,Not classified
2399,Not classified
2400,Fear
2401,Happy
2402,Surprise
2403,Surprise
2404,Not classified
2405,Surprise
2406,Happy
2407,Not classified
2408,Not classified
2409,Surprise
2410,Fear
2411,Happy
2412,Fear
2413,Fear
2414,Happy
2415,Surprise
2416,Sad
2417,Sad
2418,Not classified
2419,Not classified
2420,Surprise
2421,Happy
2422,Fear
2423,Happy
2424,Not classified
2425,Not classified
2426,Not classified
2427,Sad
2428,Happy
2429,Not classified
2430,Sad
2431,Not classified
2432,Fear
2433,Not classified
2434,Fear
2435,Surprise
2436,Not classified
2437,Not classified
2438,Surprise
2439,Not classified
2440,Not classified
2441,Fear
2442,Fear
2443,Not classified
2444,Angry
2445,Not classified
2446,Sad
2447,Sad
2448,Sad
2449,Not classified
2450,Not classified
2451,Sad
2452,Not classified
2453,Not classified
2454,Fear
2455,Not classified
2456,Not classified
2457,Happy
2458,Happy
2459,Surprise
2460,Happy
2461,Not classified
2462,Not classified
2463,Sad
2464,Not classified
2465,Not classified
2466,Not classified
2467,Happy
2468,Fear
2469,Happy
2470,Surprise
2471,Happy
2472,Not classified
2473,Happy
2474,Fear
2475,Not classified
2476,Happy
2477,Surprise
2478,Sad
2479,Sad
2480,Not classified
2481,Fear
2482,Fear
2483,Happy
2484,Not classified
2485,Happy
2486,Sad
2487,Not classified
2488,Not classified
2489,Fear
2490,Fear
2491,Surprise
2492,Happy
2493,Not classified
2494,Happy
2495,Fear
2496,Surprise
2497,Not classified
2498,Fear
2499,Fear
2500,Surprise
2501,Not classified
2502,Surprise
2503,Fear
2504,Not classified
2505,Happy
2506,Surprise
2507,Fear
2508,Happy
2509,Happy
2510,Surprise
2511,Surprise
2512,Happy
2513,Happy
2514,Not classified
2515,Happy
2516,Fear
2517,Not classified
2518,Happy
2519,Not classified
2520,Happy
2521,Sad
2522,Not classified
2523,Not classified
2524,Not classified
2525,Surprise
2526,Not classified
2527,Not classified
2528,Not classified
2529,Not classified
2530,Not classified
2531,Sad
2532,Not classified
2533,Sad
2534,Sad
2535,Happy
2536,Happy
2537,Sad
2538,Happy
2539,Sad
2540,Not classified
2541,Angry
2542,Fear
2543,Happy
2544,Not classified
2545,Not classified
2546,Not classified
2547,Surprise
2548,Surprise
2549,Fear
2550,Not classified
2551,Angry
2552,Not classified
2553,Not classified
2554,Happy
2555,Surprise
2556,Surprise
2557,Surprise
2558,Not classified
2559,Surprise
2560,Surprise
2561,Surprise
2562,Fear
2563,Surprise
2564,Not classified
2565,Not classified
2566,Fear
2567,Surprise
2568,Not classified
2569,Not classified
2570,Fear
2571,Fear
2572,Not classified
2573,Not classified
2574,Surprise
2575,Surprise
2576,Fear
2577,Not classified
2578,Not classified
2579,Not classified
2580,Not classified
2581,Not classified
2582,Sad
2583,Angry
2584,Fear
2585,Not classified
2586,Not classified
2587,Fear
2588,Fear
2589,Happy
2590,Sad
2591,Not classified
2592,Not classified
2593,Surprise
2594,Surprise
2595,Angry
2596,Surprise
2597,Not classified
2598,Not classified
2599,Not classified
2600,Surprise
2601,Not classified
2602,Fear
2603,Not classified
2604,Not classified
2605,Angry
2606,Surprise
2607,Not classified
2608,Surprise
2609,Fear
2610,Not classified
2611,Happy
2612,Not classified
2613,Happy
2614,Fear
2615,Sad
2616,Surprise
2617,Happy
2618,Not classified
2619,Happy
2620,Happy
2621,Not classified
2622,Angry
2623,Not classified
2624,Not classified
2625,Surprise
2626,Sad
2627,Surprise
2628,Surprise
2629,Surprise
2630,Not classified
2631,Not classified
2632,Sad
2633,Not classified
2634,Happy
2635,Happy
2636,Happy
2637,Happy
2638,Surprise
2639,Fear
2640,Not classified
2641,Not classified
2642,Surprise
2643,Not classified
2644,Not classified
2645,Surprise
2646,Surprise
2647,Fear
2648,Not classified
2649,Not classified
2650,Angry
2651,Surprise
2652,Happy
2653,Not classified
2654,Not classified
2655,Not classified
2656,Fear
2657,Sad
2658,Fear
2659,Not classified
2660,Sad
2661,Happy
2662,Surprise
2663,Not classified
2664,Angry
2665,Fear
2666,Not classified
2667,Not classified
2668,Sad
2669,Not classified
2670,Sad
2671,Not classified
2672,Surprise
2673,Not classified
2674,Not classified
2675,Happy
2676,Not classified
2677,Surprise
2678,Fear
2679,Fear
2680,Surprise
2681,Happy
2682,Surprise
2683,Happy
2684,Surprise
2685,Not classified
2686,Surprise
2687,Surprise
2688,Surprise
2689,Not classified
2690,Not classified
2691,Happy
2692,Fear
2693,Not classified
2694,Fear
2695,Sad
2696,Not classified
2697,Surprise
2698,Sad
2699,Fear
2700,Not classified
2701,Surprise
2702,Not classified
2703,Sad
2704,Sad
2705,Surprise
2706,Surprise
2707,Happy
2708,Not classified
2709,Not classified
2710,Surprise
2711,Happy
2712,Not classified
2713,Not classified
2714,Not classified
2715,Happy
2716,Not classified
2717,Not classified
2718,Not classified
2719,Not classified
2720,Not classified
2721,Not classified
2722,Not classified
2723,Not classified
2724,Sad
2725,Angry
2726,Sad
2727,Not classified
2728,Surprise
2729,Happy
2730,Not classified
2731,Fear
2732,Not classified
2733,Not classified
2734,Happy
2735,Not classified
2736,Sad
2737,Not classified
2738,Not classified
2739,Not classified
2740,Surprise
2741,Fear
2742,Not classified
2743,Sad
2744,Not classified
2745,Happy
2746,Surprise
2747,Not classified
2748,Not classified
2749,Happy
2750,Surprise
2751,Surprise
2752,Happy
2753,Not classified
2754,Happy
2755,Not classified
2756,Not classified
2757,Happy
2758,Surprise
2759,Fear
2760,Not classified
2761,Not classified
2762,Not classified
2763,Fear
2764,Angry
2765,Sad
2766,Surprise
2767,Not classified
2768,Angry
2769,Fear
2770,Not classified
2771,Angry
2772,Surprise
2773,Not classified
2774,Happy
2775,Not classified
2776,Happy
2777,Fear
2778,Fear
2779,Not classified
2780,Not classified
2781,Not classified
2782,Not classified
2783,Fear
2784,Not classified
2785,Surprise
2786,Not classified
2787,Happy
2788,Happy
2789,Happy
2790,Fear
2791,Fear
2792,Sad
2793,Not classified
2794,Fear
2795,Not classified
2796,Surprise
2797,Fear
2798,Happy
2799,Sad
2800,Happy
2801,Sad
2802,Fear
2803,Not classified
2804,Not classified
2805,Surprise
2806,Not classified
2807,Sad
2808,Fear
2809,Surprise
2810,Fear
2811,Surprise
2812,Not classified
2813,Not classified
2814,Surprise
2815,Not classified
2816,Not classified
2817,Happy
2818,Sad
2819,Surprise
2820,Happy
2821,Happy
2822,Not classified
2823,Sad
2824,Surprise
2825,Not classified
2826,Angry
2827,Happy
2828,Not classified
2829,Fear
2830,Fear
2831,Happy
2832,Surprise
2833,Happy
2834,Sad
2835,Not classified
2836,Happy
2837,Sad
2838,Happy
2839,Angry
2840,Not classified
2841,Fear
2842,Sad
2843,Surprise
2844,Surprise
2845,Not classified
2846,Sad
2847,Fear
2848,Happy
2849,Not classified
2850,Not classified
2851,Surprise
2852,Fear
2853,Happy
2854,Surprise
2855,Fear
2856,Happy
2857,Not classified
2858,Angry
2859,Surprise
2860,Not classified
2861,Fear
2862,Surprise
2863,Happy
2864,Happy
2865,Angry
2866,Surprise
2867,Not classified
2868,Not classified
2869,Sad
2870,Not classified
2871,Not classified
2872,Happy
2873,Not classified
2874,Not classified
2875,Fear
2876,Not classified
2877,Happy
2878,Surprise
2879,Happy
2880,Happy
2881,Happy
2882,Not classified
2883,Surprise
2884,Surprise
2885,Surprise
2886,Angry
2887,Fear
2888,Not classified
2889,Surprise
2890,Not classified
2891,Surprise
2892,Sad
2893,Not classified
2894,Happy
2895,Surprise
2896,Fear
2897,Not classified
2898,Not classified
2899,Not classified
2900,Not classified
2901,Surprise
2902,Happy
2903,Fear
2904,Surprise
2905,Sad
2906,Happy
2907,Angry
2908,Happy
2909,Not classified
2910,Not classified
2911,Not classified
2912,Not classified
2913,Not classified
2914,Happy
2915,Fear
2916,Not classified
2917,Fear
2918,Surprise
2919,Surprise
2920,Not classified
2921,Fear
2922,Not classified
2923,Happy
2924,Not classified
2925,Not classified
2926,Angry
2927,Not classified
2928,Fear
2929,Surprise
2930,Not classified
2931,Not classified
2932,Not classified
2933,Surprise
2934,Not classified
2935,Surprise
2936,Sad
2937,Not classified
2938,Surprise
2939,Happy
2940,Angry
2941,Fear
2942,Surprise
2943,Sad
2944,Not classified
2945,Angry
2946,Happy
2947,Fear
2948,Fear
2949,Not classified
2950,Not classified
2951,Not classified
2952,Not classified
2953,Not classified
2954,Fear
2955,Surprise
2956,Not classified
2957,Fear
2958,Surprise
2959,Sad
2960,Surprise
2961,Surprise
2962,Not classified
2963,Surprise
2964,Surprise
2965,Sad
2966,Sad
2967,Angry
2968,Not classified
2969,Not classified
2970,Sad
2971,Fear
2972,Not classified
2973,Angry
2974,Surprise
2975,Not classified
2976,Fear
2977,Fear
2978,Sad
2979,Not classified
2980,Surprise
2981,Not classified
2982,Surprise
2983,Surprise
2984,Surprise
2985,Happy
2986,Sad
2987,Not classified
2988,Happy
2989,Surprise
2990,Not classified
2991,Not classified
2992,Sad
2993,Surprise
2994,Happy
2995,Angry
2996,Not classified
2997,Happy
2998,Fear
2999,Happy
3000,Not classified
3001,Fear
3002,Not classified
3003,Surprise
3004,Happy
3005,Not classified
3006,Surprise
3007,Fear
3008,Angry
3009,Sad
3010,Not classified
3011,Happy
3012,Angry
3013,Surprise
3014,Not classified
3015,Not classified
3016,Fear
3017,Not classified
3018,Surprise
3019,Surprise
3020,Angry
3021,Happy
3022,Surprise
3023,Not classified
3024,Surprise
3025,Not classified
3026,Not classified
3027,Surprise
3028,Not classified
3029,Happy
3030,Sad
3031,Surprise
3032,Fear
3033,Not classified
3034,Angry
3035,Fear
3036,Not classified
3037,Surprise
3038,Happy
3039,Happy
3040,Not classified
3041,Angry
3042,Fear
3043,Not classified
3044,Not classified
3045,Sad
3046,Not classified
3047,Surprise
3048,Sad
3049,Fear
3050,Sad
3051,Not classified
3052,Not classified
3053,Sad
3054,Not classified
3055,Not classified
3056,Surprise
3057,Happy
3058,Not classified
3059,Not classified
3060,Happy
3061,Sad
3062,Surprise
3063,Sad
3064,Happy
3065,Surprise
3066,Happy
3067,Not classified
3068,Angry
3069,Not classified
3070,Fear
3071,Surprise
3072,Not classified
3073,Sad
3074,Sad
3075,Not classified
3076,Surprise
3077,Not classified
3078,Not classified
3079,Not classified
3080,Happy
3081,Angry
3082,Happy
3083,Not classified
3084,Not classified
3085,Not classified
3086,Not classified
3087,Not classified
3088,Fear
3089,Happy
3090,Surprise
3091,Not classified
3092,Not classified
3093,Not classified
3094,Fear
3095,Angry
3096,Surprise
3097,Not classified
3098,Not classified
3099,Not classified
3100,Surprise
3101,Not classified
3102,Not classified
3103,Not classified
3104,Not classified
3105,Fear
3106,Sad
3107,Happy
3108,Surprise
3109,Angry
3110,Surprise
3111,Not classified
3112,Happy
3113,Not classified
3114,Not classified
3115,Surprise
3116,Surprise
3117,Angry
3118,Not classified
3119,Surprise
3120,Not classified
3121,Surprise
3122,Not classified
3123,Sad
3124,Fear
3125,Surprise
3126,Fear
3127,Not classified
3128,Surprise
3129,Not classified
3130,Happy
3131,Sad
3132,Fear
3133,Angry
3134,Fear
3135,Not classified
3136,Sad
3137,Not classified
3138,Happy
3139,Happy
3140,Not classified
3141,Fear
3142,Surprise
3143,Not classified
3144,Surprise
3145,Not classified
3146,Surprise
3147,Happy
3148,Not classified
3149,Happy
3150,Not classified
3151,Surprise
3152,Sad
3153,Not classified
3154,Sad
3155,Not classified
3156,Fear
3157,Angry
3158,Not classified
3159,Happy
3160,Not classified
3161,Not classified
3162,Not classified
3163,Not classified
3164,Happy
3165,Sad
3166,Not classified
3167,Surprise
3168,Not classified
3169,Sad
3170,Fear
3171,Surprise
3172,Happy
3173,Not classified
3174,Surprise
3175,Not classified
3176,Fear
3177,Happy
3178,Happy
3179,Sad
3180,Not classified
3181,Not classified
3182,Happy
3183,Fear
3184,Surprise
3185,Not classified
3186,Fear
3187,Not classified
3188,Fear
3189,Surprise
3190,Not classified
3191,Not classified
3192,Surprise
3193,Surprise
3194,Not classified
3195,Not classified
3196,Surprise
3197,Surprise
3198,Angry
3199,Not classified
3200,Not classified
3201,Happy
3202,Not classified
3203,Fear
3204,Not classified
3205,Fear
3206,Not classified
3207,Sad
3208,Not classified
3209,Not classified
3210,Happy
3211,Fear
3212,Not classified
3213,Fear
3214,Fear
3215,Sad
3216,Surprise
3217,Not classified
3218,Not classified
3219,Not classified
3220,Not classified
3221,Surprise
3222,Not classified
3223,Fear
3224,Not classified
3225,Sad
3226,Surprise
3227,Happy
3228,Not classified
3229,Not classified
3230,Not classified
